TrialID	TestID	User	SessionNumber	TrialNum	Dot1	Dot1_2	Dot2	Dot2_3	Dot3	Dot3_4	Dot4	Dot4_5	Dot5	Dot5_6	Dot6
6126	415	TP32267	1	46	63	82	99	262	246	132	65	1165	327	148	258
6127	415	TP32267	1	47	128	65	180	67	146	181	314	179	213	165	175
6128	415	TP32267	1	48	62	49	66	263	98	296	82	410	148	164	307
6129	415	TP32267	1	49	112	49	82	230	197	130	265	212	197	163	176
6130	415	TP32267	1	50	130	83	280	49	197	115	247	196	180	181	175
6181	415	TP32267	2	1	144	82	428	216	226	99	131	477	130	50	97
6182	415	TP32267	2	2	78	82	329	325	250	65	263	197	164	65	97
6183	415	TP32267	2	3	163	80	247	688	345	82	279	328	148	65	164
6184	415	TP32267	2	4	96	98	181	180	214	99	295	247	229	65	192
6185	415	TP32267	2	5	178	115	410	329	147	116	280	264	177	66	191
6186	415	TP32267	2	6	112	82	197	165	245	83	230	246	213	66	652
6187	415	TP32267	2	7	146	99	66	378	278	67	244	230	245	83	109
6188	415	TP32267	2	8	129	114	214	197	345	66	279	214	295	114	151
6189	415	TP32267	2	9	96	82	115	131	247	49	214	229	230	97	143
6190	415	TP32267	2	10	79	82	196	149	229	99	247	246	163	116	337
6191	415	TP32267	2	11	95	115	164	213	197	83	231	180	312	97	160
6192	415	TP32267	2	12	65	81	165	262	278	83	279	280	213	66	193
6193	415	TP32267	2	13	95	82	164	164	229	84	229	214	163	116	125
6194	415	TP32267	2	14	63	115	164	115	214	65	230	213	149	96	131
6195	415	TP32267	2	15	95	82	148	147	165	81	182	228	185	77	224
6196	415	TP32267	2	16	45	100	164	148	148	66	181	196	212	82	127
6197	415	TP32267	2	17	64	98	180	148	180	66	197	164	197	50	160
6198	415	TP32267	2	18	210	82	319	207	115	312	247	196	230	64	177
6199	415	TP32267	2	19	79	115	181	246	213	66	246	197	197	93	132
6200	415	TP32267	2	20	128	98	328	198	247	98	329	197	310	66	175
6201	415	TP32267	2	21	210	98	279	231	426	97	298	229	261	83	191
6202	415	TP32267	2	22	162	98	214	247	278	82	231	213	181	98	110
6203	415	TP32267	2	23	128	66	181	148	247	114	328	264	130	66	176
6204	415	TP32267	2	24	62	83	163	132	164	98	165	247	130	115	110
6205	415	TP32267	2	25	68	95	180	165	525	82	197	230	163	99	176
6206	415	TP32267	2	26	79	165	411	148	261	83	181	312	146	66	143
6207	415	TP32267	2	27	63	82	165	148	295	82	66	426	164	132	92
6208	415	TP32267	2	28	62	98	164	132	115	66	197	197	181	81	159
6209	415	TP32267	2	29	96	115	230	279	426	99	276	182	213	65	66
6210	415	TP32267	2	30	79	82	181	115	164	50	214	147	213	66	126
6211	415	TP32267	2	31	78	82	213	160	153	65	181	203	190	82	192
6212	415	TP32267	2	32	46	66	148	131	197	83	214	164	214	65	143
6213	415	TP32267	2	33	63	65	66	296	164	82	181	950	230	115	93
6214	415	TP32267	2	34	80	66	165	164	147	83	214	180	230	48	159
6215	415	TP32267	2	35	116	115	197	312	475	197	346	213	212	83	145
6216	415	TP32267	2	36	96	279	246	230	214	82	198	147	212	82	126
6217	415	TP32267	2	37	32	100	231	197	115	65	214	147	180	82	111
6218	415	TP32267	2	38	130	80	213	181	247	66	262	197	213	82	159
6219	415	TP32267	2	39	63	66	229	181	280	81	213	230	181	98	142
6220	415	TP32267	2	40	163	66	247	246	99	82	197	213	66	213	175
6221	415	TP32267	2	41	79	82	231	180	214	65	247	213	164	65	99
6222	415	TP32267	2	42	95	82	214	262	198	82	213	247	263	160	306
6223	415	TP32267	2	43	112	82	279	180	197	67	246	213	164	131	94
6224	415	TP32267	2	44	94	83	181	164	163	66	210	227	197	82	143
6225	415	TP32267	2	45	79	114	164	149	180	50	246	230	228	181	126
6226	415	TP32267	2	46	62	99	131	132	213	65	197	197	164	67	158
6227	415	TP32267	2	47	79	82	181	131	148	67	163	164	180	82	159
6228	415	TP32267	2	48	47	115	164	116	148	65	182	230	98	65	143
6229	415	TP32267	2	49	62	99	148	165	130	66	214	194	246	131	127
6230	415	TP32267	2	50	79	99	230	164	181	66	197	248	273	98	143
6281	415	TP32267	3	1	178	214	344	98	148	147	115	147	182	229	77
6282	415	TP32267	3	2	78	181	181	182	47	132	114	163	181	198	110
6283	415	TP32267	3	3	113	165	230	147	82	82	131	164	230	213	227
6284	415	TP32267	3	4	66	427	461	81	164	81	164	165	114	460	226
6285	415	TP32267	3	5	227	345	446	112	99	98	81	148	147	166	109
6286	415	TP32267	3	6	111	231	164	247	80	214	114	181	131	246	110
6287	415	TP32267	3	7	132	230	164	148	82	82	147	148	197	196	604
6288	415	TP32267	3	8	28	265	162	133	81	83	49	213	115	311	111
6289	415	TP32267	3	9	112	478	328	99	163	114	148	213	131	231	208
6290	415	TP32267	3	10	130	279	181	147	99	98	99	179	131	264	209
6291	415	TP32267	3	11	227	279	131	230	66	83	67	134	166	321	160
6292	415	TP32267	3	12	80	213	163	132	65	131	116	162	99	312	259
6293	415	TP32267	3	13	129	197	115	147	81	133	115	164	130	214	111
6294	415	TP32267	3	14	128	230	131	115	98	115	115	180	148	196	144
6295	415	TP32267	3	15	79	230	164	81	100	81	115	180	148	214	93
6296	415	TP32267	3	16	97	181	180	99	98	98	99	197	115	146	161
6297	415	TP32267	3	17	114	180	98	116	113	83	49	263	99	245	110
6298	415	TP32267	3	18	112	247	131	114	115	99	81	149	197	229	358
6299	415	TP32267	3	19	82	262	93	120	99	81	115	215	163	164	176
6300	415	TP32267	3	20	78	181	99	115	114	94	70	131	131	198	110
6301	415	TP32267	3	21	132	197	131	98	66	81	83	131	115	246	61
6302	415	TP32267	3	22	133	278	132	164	131	100	146	164	146	181	177
6303	415	TP32267	3	23	163	231	230	82	131	81	148	147	246	247	159
6304	415	TP32267	3	24	145	181	427	97	164	98	164	147	180	133	390
6305	415	TP32267	3	25	128	427	410	102	111	115	99	311	164	279	124
6306	415	TP32267	3	26	144	247	149	130	115	98	98	164	131	149	258
6307	415	TP32267	3	27	177	313	278	116	146	147	165	132	245	148	193
6308	415	TP32267	3	28	134	212	65	98	164	82	83	151	132	202	133
6309	415	TP32267	3	29	112	247	198	162	99	113	100	164	180	181	208
6310	415	TP32267	3	30	112	263	197	115	278	98	164	164	164	181	274
6311	415	TP32267	3	31	128	312	263	99	310	130	410	229	624	247	356
6312	415	TP32267	3	32	162	312	427	99	311	294	246	115	377	148	308
6313	415	TP32267	3	33	341	345	361	98	213	99	262	115	295	164	654
6314	415	TP32267	3	34	112	198	179	49	213	147	115	85	210	99	143
6315	415	TP32267	3	35	96	147	148	99	99	81	98	148	148	114	127
6316	415	TP32267	3	36	145	165	164	120	93	65	98	164	116	164	110
6317	415	TP32267	3	37	193	230	279	115	148	97	196	132	230	493	373
6318	415	TP32267	3	38	160	264	235	93	114	64	132	197	115	197	61
6319	415	TP32267	3	39	80	230	164	98	115	98	114	132	132	163	111
6320	415	TP32267	3	40	131	164	163	83	114	84	97	115	148	115	110
6321	415	TP32267	3	41	96	180	99	115	98	82	65	148	131	148	110
6322	415	TP32267	3	42	112	147	99	114	99	65	83	163	116	181	61
6323	415	TP32267	3	43	115	164	49	148	115	49	33	164	215	112	112
6324	415	TP32267	3	44	52	193	66	115	99	80	66	131	164	165	77
6325	415	TP32267	3	45	132	164	98	99	147	66	82	114	149	198	43
6326	415	TP32267	3	46	115	247	32	229	115	98	66	181	114	198	77
6327	415	TP32267	3	47	111	173	150	104	114	100	65	131	164	148	111
6328	415	TP32267	3	48	80	148	99	97	132	115	16	180	147	182	77
6329	415	TP32267	3	49	97	197	279	49	114	83	81	148	98	165	93
6330	415	TP32267	3	50	78	248	164	131	115	97	83	163	166	119	155
5581	411	TP34469	1	1	278	182	525	132	394	345	346	280	327	264	159
5582	411	TP34469	1	2	180	131	361	115	296	263	263	263	311	394	193
5583	411	TP34469	1	3	114	50	394	115	280	230	181	312	296	327	176
5584	411	TP34469	1	4	132	82	295	98	296	214	197	263	295	328	259
5585	411	TP34469	1	5	229	131	329	96	265	262	214	264	261	263	225
5586	411	TP34469	1	6	100	98	313	97	247	215	262	263	262	295	176
5587	411	TP34469	1	7	83	115	295	82	280	181	280	263	279	262	209
5588	411	TP34469	1	8	82	66	312	82	312	148	248	281	276	281	208
5589	411	TP34469	1	9	114	65	329	99	262	148	230	279	229	264	209
5590	411	TP34469	1	10	48	83	328	98	247	147	281	230	262	361	176
5591	411	TP34469	1	11	82	49	312	99	263	181	230	247	294	263	226
5592	411	TP34469	1	12	163	66	279	82	246	181	214	263	262	296	242
5593	411	TP34469	1	13	80	115	246	99	262	197	181	297	278	296	208
5594	411	TP34469	1	14	97	66	66	428	262	148	231	279	262	345	225
5595	411	TP34469	1	15	82	66	279	98	246	148	264	247	262	279	177
5596	411	TP34469	1	16	115	65	263	65	264	147	231	230	262	263	176
5597	411	TP34469	1	17	65	49	262	82	230	116	247	213	262	247	192
5598	411	TP34469	1	18	98	115	279	66	213	148	214	214	229	196	226
5599	411	TP34469	1	19	98	98	246	82	247	164	198	230	229	231	242
5600	411	TP34469	1	20	67	64	295	82	247	115	230	181	262	197	275
5601	411	TP34469	1	21	83	97	247	65	264	131	230	230	229	230	193
5602	411	TP34469	1	22	98	116	229	82	214	114	281	230	261	297	159
5603	411	TP34469	1	23	50	49	262	82	231	97	281	230	261	280	143
5604	411	TP34469	1	24	82	66	246	65	263	164	231	263	277	313	242
5605	411	TP34469	1	25	48	115	262	66	262	164	231	296	262	312	225
5606	411	TP34469	1	26	66	65	261	83	230	165	197	295	263	296	144
5607	411	TP34469	1	27	65	51	113	330	230	165	264	229	261	281	192
5608	411	TP34469	1	28	99	49	295	66	262	165	181	246	245	329	307
5609	411	TP34469	1	29	66	81	247	65	246	148	247	263	359	428	78
5610	411	TP34469	1	30	83	66	261	66	181	181	181	279	246	230	192
5611	411	TP34469	1	31	82	115	263	64	231	163	232	295	262	214	209
5612	411	TP34469	1	32	49	82	263	81	268	159	231	279	262	345	110
5613	411	TP34469	1	33	65	116	246	115	197	230	116	361	196	361	127
5614	411	TP34469	1	34	82	82	246	66	246	131	215	213	261	264	192
5615	411	TP34469	1	35	65	67	278	67	246	149	246	181	377	558	308
5616	411	TP34469	1	36	48	83	329	98	263	165	214	279	263	428	207
5617	411	TP34469	1	37	98	83	230	81	230	165	230	280	278	329	307
5618	411	TP34469	1	38	81	115	230	98	214	180	232	262	262	329	209
5619	411	TP34469	1	39	66	49	130	215	197	147	232	214	146	412	225
5620	411	TP34469	1	40	148	48	33	361	263	165	247	263	214	280	209
5621	411	TP34469	1	41	67	49	328	50	213	132	264	247	228	263	259
5622	411	TP34469	1	42	81	66	278	67	245	132	231	263	262	263	258
5623	411	TP34469	1	43	49	65	279	49	233	113	247	246	246	328	275
5624	411	TP34469	1	44	83	65	263	65	279	134	228	263	213	296	225
5625	411	TP34469	1	45	83	48	263	98	197	132	197	297	261	313	127
5626	411	TP34469	1	46	83	98	197	66	213	181	231	262	279	246	226
5627	411	TP34469	1	47	82	49	280	65	230	114	298	328	230	230	192
5628	411	TP34469	1	48	82	50	262	82	213	115	264	263	246	246	193
5629	411	TP34469	1	49	33	82	279	50	230	114	282	328	246	246	275
5630	411	TP34469	1	50	114	116	213	66	246	181	248	294	377	214	308
5681	411	TP34469	2	1	132	263	330	344	362	198	461	444	344	131	256
5682	411	TP34469	2	2	164	198	246	280	312	133	312	279	327	115	143
5683	411	TP34469	2	3	100	163	363	213	264	181	361	313	213	148	208
5684	411	TP34469	2	4	99	82	1890	312	313	49	379	296	278	132	240
5685	411	TP34469	2	5	66	99	247	296	345	82	296	264	344	164	176
5686	411	TP34469	2	6	98	132	311	314	230	148	263	263	278	115	127
5687	411	TP34469	2	7	115	115	247	131	296	83	65	510	278	115	225
5688	411	TP34469	2	8	82	82	313	197	296	148	67	525	280	98	159
5689	411	TP34469	2	9	99	148	247	214	263	132	279	263	345	147	208
5690	411	TP34469	2	10	98	230	213	247	198	214	279	214	245	83	175
5691	411	TP34469	2	11	50	132	181	395	213	66	296	230	278	82	176
5692	411	TP34469	2	12	82	148	247	213	216	130	314	229	246	99	159
5693	411	TP34469	2	13	82	148	181	246	213	66	296	214	261	99	192
5694	411	TP34469	2	14	99	147	165	197	264	98	263	231	311	115	192
5695	411	TP34469	2	15	64	133	181	213	148	66	49	494	229	66	159
5696	411	TP34469	2	16	99	132	280	230	164	66	262	181	263	114	159
5697	411	TP34469	2	17	66	83	180	132	262	67	460	181	245	115	224
5698	411	TP34469	2	18	65	100	197	149	214	65	83	394	262	98	160
5699	411	TP34469	2	19	66	82	198	131	214	65	280	197	263	65	176
5700	411	TP34469	2	20	65	116	214	115	263	66	65	395	246	82	175
5701	411	TP34469	2	21	66	82	181	148	198	115	264	163	247	82	159
5702	411	TP34469	2	22	82	115	181	132	214	66	296	147	230	82	176
5703	411	TP34469	2	23	66	82	115	379	32	99	330	230	181	82	175
5704	411	TP34469	2	24	81	149	246	182	132	65	248	180	147	116	109
5705	411	TP34469	2	25	66	82	164	149	131	99	82	329	131	114	176
5706	411	TP34469	2	26	66	98	182	164	99	82	198	197	115	82	93
5707	411	TP34469	2	27	49	82	149	165	66	82	213	181	115	98	98
5708	411	TP34469	2	28	49	99	181	329	99	115	297	279	82	148	147
5709	411	TP34469	2	29	49	83	197	312	181	116	263	197	49	132	109
5710	411	TP34469	2	30	81	66	214	181	230	82	247	197	148	115	97
5711	411	TP34469	2	31	50	116	130	198	131	50	83	443	82	115	81
5712	411	TP34469	2	32	83	115	148	198	81	83	115	328	82	115	65
5713	411	TP34469	2	33	82	99	50	395	148	131	330	213	115	115	147
5714	411	TP34469	2	34	50	164	99	279	115	132	223	238	98	115	142
5715	411	TP34469	2	35	50	115	181	131	148	82	83	345	115	115	158
5716	411	TP34469	2	36	82	116	179	215	65	66	231	197	99	131	158
5717	411	TP34469	2	37	99	114	182	213	83	83	214	212	83	98	192
5718	411	TP34469	2	38	98	132	181	214	163	197	265	181	98	164	159
5719	411	TP34469	2	39	81	83	149	150	228	98	280	165	115	113	127
5720	411	TP34469	2	40	83	99	197	181	247	65	264	181	228	115	192
5721	411	TP34469	2	41	50	115	33	345	281	97	264	164	131	98	143
5722	411	TP34469	2	42	33	83	213	181	198	83	246	165	98	131	147
5723	411	TP34469	2	43	66	115	164	198	248	97	214	181	131	81	99
5724	411	TP34469	2	44	65	83	197	164	330	132	181	213	114	99	93
5725	411	TP34469	2	45	66	82	198	215	328	99	198	181	97	99	116
5726	411	TP34469	2	46	66	99	181	165	246	67	246	197	131	131	143
5727	411	TP34469	2	47	66	114	215	180	264	131	198	197	83	113	111
5728	411	TP34469	2	48	50	98	198	213	313	99	181	197	82	98	66
5729	411	TP34469	2	49	99	131	230	165	214	82	182	246	131	131	115
5730	411	TP34469	2	50	51	97	66	345	165	115	215	197	132	146	110
5731	411	TP34469	3	1	83	262	280	114	165	82	279	99	230	312	275
5732	411	TP34469	3	2	32	281	165	147	49	115	181	164	164	247	225
5733	411	TP34469	3	3	50	230	181	65	132	98	164	164	214	214	159
5734	411	TP34469	3	4	66	198	197	97	84	97	148	181	246	246	177
5735	411	TP34469	3	5	82	263	345	99	164	98	131	132	197	164	275
5736	411	TP34469	3	6	66	230	312	82	202	78	245	116	443	279	309
5737	411	TP34469	3	7	83	263	230	98	148	82	130	181	83	525	260
5738	411	TP34469	3	8	66	330	262	132	82	99	148	164	358	363	275
5739	411	TP34469	3	9	66	313	181	164	66	147	131	197	181	461	307
5740	411	TP34469	3	10	83	248	180	148	81	165	180	230	197	329	291
5741	411	TP34469	3	11	98	281	198	163	99	131	131	164	231	312	308
5742	411	TP34469	3	12	66	296	115	131	117	113	131	148	65	413	324
5743	411	TP34469	3	13	49	215	164	115	82	97	83	213	50	362	308
5744	411	TP34469	3	14	83	230	98	132	50	114	148	230	82	132	324
5745	411	TP34469	3	15	32	297	114	99	99	114	197	246	132	180	275
5746	411	TP34469	3	16	66	280	115	131	66	115	147	262	165	197	258
5747	411	TP34469	3	17	82	312	116	114	65	115	180	214	148	230	291
5748	411	TP34469	3	18	49	346	131	132	98	116	179	247	197	215	291
5749	411	TP34469	3	19	49	297	131	115	66	131	181	213	131	165	242
5750	411	TP34469	3	20	23	338	117	97	65	115	148	262	181	263	390
5751	411	TP34469	3	21	99	361	131	115	82	116	163	213	197	198	555
5752	411	TP34469	3	22	51	263	180	115	82	116	114	262	329	181	209
5753	411	TP34469	3	23	82	231	197	82	82	82	115	163	148	182	209
5754	411	TP34469	3	24	33	230	99	115	49	115	98	181	130	232	439
5755	411	TP34469	3	25	50	264	65	164	50	98	99	246	131	247	291
5756	411	TP34469	3	26	50	279	99	131	49	98	99	196	148	247	242
5757	411	TP34469	3	27	51	229	115	132	16	98	115	213	132	165	241
5758	411	TP34469	3	28	31	265	115	81	49	99	115	196	116	148	192
5759	411	TP34469	3	29	33	346	98	99	16	132	82	196	116	230	192
5760	411	TP34469	3	30	904	578	459	82	262	115	230	82	65	690	226
5761	411	TP34469	3	31	116	330	311	115	115	131	164	164	197	148	291
5762	411	TP34469	3	32	83	411	411	115	179	197	230	181	262	312	309
5763	411	TP34469	3	33	100	361	180	115	115	148	164	164	197	230	325
5764	411	TP34469	3	34	83	378	181	147	131	164	213	180	230	214	258
5765	411	TP34469	3	35	49	313	263	98	148	132	180	131	280	99	225
5766	411	TP34469	3	36	66	215	279	98	165	97	215	163	231	147	225
5767	411	TP34469	3	37	66	296	230	82	148	97	197	132	197	132	242
5768	411	TP34469	3	38	50	296	230	131	82	163	165	132	180	132	291
5769	411	TP34469	3	39	17	395	115	180	33	147	148	181	165	181	405
5770	411	TP34469	3	40	17	362	213	148	115	131	213	148	246	132	225
5771	411	TP34469	3	41	49	280	247	148	131	131	197	164	247	199	290
5772	411	TP34469	3	42	50	280	279	148	147	147	181	131	197	165	489
5773	411	TP34469	3	43	33	247	246	65	148	83	213	131	213	132	226
5774	411	TP34469	3	44	18	311	214	67	196	65	197	115	197	131	227
5775	411	TP34469	3	45	165	280	295	149	97	100	196	98	247	165	242
5776	411	TP34469	3	46	32	280	263	116	147	115	147	132	246	115	226
5777	411	TP34469	3	47	50	247	263	98	164	99	147	213	246	133	290
5778	411	TP34469	3	48	50	197	263	100	130	115	180	115	263	115	275
5779	411	TP34469	3	49	115	281	230	97	198	115	246	197	230	181	292
5780	411	TP34469	3	50	82	659	312	99	164	114	263	212	148	544	308
5831	413	TP47519	1	1	196	146	510	196	510	345	772	707	360	345	192
5832	413	TP47519	1	2	131	131	328	164	328	263	609	460	311	313	60
5833	413	TP47519	1	3	65	100	294	83	378	148	345	393	296	181	77
5834	413	TP47519	1	4	181	181	492	213	477	180	593	377	312	164	77
5835	413	TP47519	1	5	115	229	279	181	343	215	543	542	344	345	192
5836	413	TP47519	1	6	162	116	312	131	313	213	560	443	328	279	44
5837	413	TP47519	1	7	131	82	100	375	362	148	427	477	246	213	61
5838	413	TP47519	1	8	133	80	312	99	410	116	477	362	278	214	45
5839	413	TP47519	1	9	115	115	377	83	327	132	396	312	279	230	126
5840	413	TP47519	1	10	99	98	148	213	344	181	379	378	263	246	77
5841	413	TP47519	1	11	148	81	197	215	344	148	380	327	278	198	93
5842	413	TP47519	1	12	98	66	82	329	131	296	330	328	279	247	143
5843	413	TP47519	1	13	97	67	279	100	310	99	379	279	328	181	159
5844	413	TP47519	1	14	97	82	99	295	378	181	428	296	278	197	111
5845	413	TP47519	1	15	164	83	48	395	82	410	462	278	312	230	93
5846	413	TP47519	1	16	98	82	315	95	296	164	379	329	246	180	144
5847	413	TP47519	1	17	99	82	295	66	50	460	346	394	246	213	61
5848	413	TP47519	1	18	98	83	130	264	344	198	559	329	311	296	44
5849	413	TP47519	1	19	99	65	279	99	130	297	428	280	294	279	45
5850	413	TP47519	1	20	148	82	361	98	279	132	396	262	345	230	159
5851	413	TP47519	1	21	115	49	82	312	312	115	379	264	262	197	143
5852	413	TP47519	1	22	131	83	83	262	279	99	412	245	279	230	61
5853	413	TP47519	1	23	82	98	115	313	294	116	330	279	262	197	144
5854	413	TP47519	1	24	115	65	295	83	82	296	328	314	228	181	127
5855	413	TP47519	1	25	99	82	263	66	66	312	329	279	247	246	94
5856	413	TP47519	1	26	132	82	229	66	99	279	379	263	181	246	128
5857	413	TP47519	1	27	100	81	247	98	214	115	247	279	197	132	143
5858	413	TP47519	1	28	98	83	213	132	66	263	66	574	247	280	44
5859	413	TP47519	1	29	130	66	114	149	49	264	329	263	246	230	110
5860	413	TP47519	1	30	114	65	262	83	231	98	378	214	246	181	143
5861	413	TP47519	1	31	82	82	230	67	114	197	264	214	262	148	143
5862	413	TP47519	1	32	99	65	197	67	165	131	279	214	181	230	126
5863	413	TP47519	1	33	98	81	132	148	214	115	264	230	213	213	128
5864	413	TP47519	1	34	115	82	214	66	213	115	346	230	164	378	127
5865	413	TP47519	1	35	99	66	230	82	230	132	297	262	215	163	143
5866	413	TP47519	1	36	163	132	163	100	132	180	83	510	262	247	77
5867	413	TP47519	1	37	149	65	148	148	49	263	66	527	245	197	144
5868	413	TP47519	1	38	148	82	116	229	116	164	99	593	295	181	160
5869	413	TP47519	1	39	65	99	66	246	197	165	148	445	246	197	110
5870	413	TP47519	1	40	115	99	246	82	98	165	98	543	180	230	160
5871	413	TP47519	1	41	99	132	295	65	165	131	297	230	198	245	94
5872	413	TP47519	1	42	114	99	378	130	248	132	346	197	230	181	176
5873	413	TP47519	1	43	115	99	246	83	81	264	50	510	230	231	142
5874	413	TP47519	1	44	99	82	247	66	97	248	412	230	262	198	175
5875	413	TP47519	1	45	130	67	229	50	214	99	114	445	230	165	126
5876	413	TP47519	1	46	100	98	163	197	264	115	313	197	148	165	192
5877	413	TP47519	1	47	98	214	296	65	312	182	445	229	180	181	177
5878	413	TP47519	1	48	115	81	231	66	180	115	231	247	197	197	143
5879	413	TP47519	1	49	98	83	180	82	82	182	214	230	213	279	62
5880	413	TP47519	1	50	82	99	164	66	82	148	280	214	180	247	143
5981	413	TP47519	2	1	181	164	1022	855	641	214	232	821	296	131	114
5982	413	TP47519	2	2	378	197	527	1365	459	116	510	461	409	163	225
5983	413	TP47519	2	3	98	132	757	692	460	148	528	559	262	164	208
5984	413	TP47519	2	4	149	131	971	559	428	115	461	625	278	180	290
5985	413	TP47519	2	5	131	164	461	855	460	148	462	394	197	114	208
5986	413	TP47519	2	6	99	132	393	774	313	148	445	444	196	164	290
5987	413	TP47519	2	7	230	329	460	1829	314	97	427	395	181	164	388
5988	413	TP47519	2	8	99	263	247	838	279	248	559	542	214	131	131
5989	413	TP47519	2	9	279	330	460	510	346	115	462	658	229	163	197
5990	413	TP47519	2	10	180	314	493	905	378	230	544	757	245	164	163
5991	413	TP47519	2	11	100	625	395	510	361	346	610	887	131	148	196
5992	413	TP47519	2	12	67	394	412	395	246	231	511	443	132	115	306
5993	413	TP47519	2	13	65	1827	576	527	379	147	446	526	247	130	656
5994	413	TP47519	2	14	279	198	363	609	297	181	544	542	180	132	181
5995	413	TP47519	2	15	49	263	216	525	230	182	460	428	147	66	16
5996	413	TP47519	2	16	115	264	395	460	428	148	396	460	164	148	209
5997	413	TP47519	2	17	165	247	444	428	362	115	428	395	213	82	225
5998	413	TP47519	2	18	57	156	427	741	444	131	462	592	228	132	372
5999	413	TP47519	2	19	214	1580	427	313	395	99	347	509	164	81	165
6000	413	TP47519	2	20	65	165	362	246	313	115	363	426	116	81	242
6001	413	TP47519	2	21	33	181	379	378	297	98	330	411	114	82	215
6002	413	TP47519	2	22	49	264	428	263	346	115	413	426	114	99	131
6003	413	TP47519	2	23	33	214	247	329	411	116	395	426	116	66	131
6004	413	TP47519	2	24	66	395	264	510	362	98	379	511	97	83	113
6005	413	TP47519	2	25	16	198	411	263	296	131	330	459	182	147	132
6006	413	TP47519	2	26	33	1317	444	247	329	99	280	444	164	98	116
6007	413	TP47519	2	27	66	197	363	313	329	116	362	411	132	82	131
6008	413	TP47519	2	28	65	182	262	347	278	117	346	690	98	148	179
6009	413	TP47519	2	29	132	279	362	263	329	115	395	412	147	116	131
6010	413	TP47519	2	30	83	148	395	280	296	131	412	411	131	82	98
6011	413	TP47519	2	31	53	244	411	312	312	116	345	346	164	131	147
6012	413	TP47519	2	32	49	181	462	229	246	149	362	362	113	83	164
6013	413	TP47519	2	33	50	130	411	198	230	99	313	345	165	65	241
6014	413	TP47519	2	34	37	264	422	262	248	131	346	362	131	99	98
6015	413	TP47519	2	35	33	148	510	214	362	98	310	313	114	164	230
6016	413	TP47519	2	36	32	149	460	181	247	98	330	443	148	98	132
6017	413	TP47519	2	37	50	164	395	246	263	99	346	345	148	65	165
6018	413	TP47519	2	38	32	181	477	231	247	147	330	378	180	50	240
6019	413	TP47519	2	39	48	181	328	182	230	132	313	328	181	98	242
6020	413	TP47519	2	40	66	148	231	246	197	82	330	291	67	98	290
6021	413	TP47519	2	41	33	229	117	296	280	97	248	262	82	66	225
6022	413	TP47519	2	42	32	267	293	247	246	132	345	378	98	50	225
6023	413	TP47519	2	43	81	165	214	230	296	115	314	427	115	114	94
6024	413	TP47519	2	44	114	164	461	213	236	111	313	345	229	149	93
6025	413	TP47519	2	45	116	181	509	264	346	114	346	394	99	83	126
6026	413	TP47519	2	46	66	133	279	214	246	165	379	379	114	81	83
6027	413	TP47519	2	47	49	165	362	214	213	181	330	427	115	49	175
6028	413	TP47519	2	48	132	98	280	263	230	148	314	345	147	67	180
6029	413	TP47519	2	49	82	132	345	198	146	133	297	328	99	65	209
6030	413	TP47519	2	50	32	148	297	295	116	114	314	311	165	66	98
6031	413	TP47519	3	1	379	923	494	98	427	164	81	345	395	148	242
6032	413	TP47519	3	2	181	330	361	83	326	116	65	197	313	164	176
6033	413	TP47519	3	3	148	511	279	115	131	213	33	181	361	83	159
6034	413	TP47519	3	4	148	297	213	149	196	148	65	198	262	116	193
6035	413	TP47519	3	5	133	262	214	181	148	181	49	245	329	99	176
6036	413	TP47519	3	6	132	247	197	181	82	197	81	296	312	115	132
6037	413	TP47519	3	7	132	264	262	115	213	99	82	229	313	99	159
6038	413	TP47519	3	8	133	230	214	213	115	164	98	165	377	99	160
6039	413	TP47519	3	9	231	214	230	148	197	131	66	294	297	98	225
6040	413	TP47519	3	10	199	214	148	213	99	131	99	278	116	247	127
6041	413	TP47519	3	11	166	245	182	213	148	132	98	132	345	98	144
6042	413	TP47519	3	12	230	198	181	132	196	98	100	162	346	100	192
6043	413	TP47519	3	13	164	149	213	164	181	81	182	246	263	82	66
6044	413	TP47519	3	14	131	248	130	182	180	82	131	214	329	98	83
6045	413	TP47519	3	15	148	198	197	181	164	99	115	164	311	100	109
6046	413	TP47519	3	16	182	230	164	246	132	82	197	131	246	67	126
6047	413	TP47519	3	17	166	148	213	148	99	64	197	99	247	231	126
6048	413	TP47519	3	18	214	214	131	247	115	98	165	181	229	115	111
6049	413	TP47519	3	19	149	197	231	197	82	66	131	213	296	66	110
6050	413	TP47519	3	20	181	181	230	165	115	65	83	213	312	66	110
6051	413	TP47519	3	21	117	197	148	295	181	98	82	181	280	82	49
6052	413	TP47519	3	22	181	231	164	230	131	99	98	444	115	149	93
6053	413	TP47519	3	23	181	181	165	213	147	99	133	113	149	427	225
6054	413	TP47519	3	24	230	247	132	263	196	132	81	231	163	346	127
6055	413	TP47519	3	25	181	166	115	312	279	98	132	180	280	98	176
6056	413	TP47519	3	26	131	181	166	277	132	214	81	263	345	181	82
6057	413	TP47519	3	27	198	197	131	329	115	98	197	263	65	362	242
6058	413	TP47519	3	28	149	212	166	361	131	196	83	164	263	115	160
6059	413	TP47519	3	29	182	231	114	296	295	66	164	213	263	116	49
6060	413	TP47519	3	30	166	181	197	164	181	65	181	99	147	230	160
6061	413	TP47519	3	31	148	230	181	164	181	114	66	181	279	181	177
